Field_1,carat,cut,cut_ord,color,clarity,clarity_ord,price
981,0.7,Premium,4,F,SI1,3,3000.04541845898
982,0.9,Good,2,H,SI2,2,2949.21802526806
983,1.75,Good,2,D,SI1,3,12423.4094917661
984,0.36,Ideal,5,F,SI1,3,106.158896279085
985,0.31,Ideal,5,F,IF,8,1513.01590645578
986,0.8,Very Good,3,D,SI1,3,4165.27643453503
987,0.32,Good,2,E,VS1,4,473.290969598282
988,1.01,Good,2,F,VS2,5,6194.63124726847
989,0.72,Premium,4,I,SI1,3,2035.03861837799
990,0.71,Very Good,3,G,VS2,5,3513.42714458963
991,1.09,Ideal,5,E,SI2,2,5733.70620319181
992,0.63,Very Good,3,G,VS1,4,3119.9797161982
993,0.51,Ideal,5,D,VS1,4,2702.06519464979
994,1.01,Very Good,3,G,VS2,5,6179.65072648205
995,1.59,Premium,4,H,SI2,2,9288.62192184076
996,0.54,Premium,4,F,VS1,4,2542.18282063704
997,0.28,Very Good,3,G,VVS2,6,428.44114393861
998,0.54,Very Good,3,G,VVS1,7,2843.21386399887
999,1.52,Ideal,5,H,SI1,3,9748.028466292
1000,1.13,Ideal,5,I,VS2,5,6453.28883666993
1001,1.07,Ideal,5,G,VS2,5,6862.91035295062
1002,0.31,Ideal,5,H,VS2,5,-359.162194933261
1003,0.7,Ideal,5,G,VS2,5,3574.56793528331
1004,0.33,Ideal,5,H,VVS1,7,659.232793007843
1005,1.65,Fair,1,J,SI1,3,8531.14776227489
1006,0.54,Ideal,5,G,VVS2,6,2889.18315833546
1007,0.71,Very Good,3,F,VS2,5,3713.31595080429
1008,0.7,Very Good,3,G,VS2,5,3424.55302519322
1009,2.05,Premium,4,H,VS2,5,14977.1010427446
1010,1,Good,2,G,SI1,3,5259.2905359166
1011,1.65,Ideal,5,G,VS2,5,12017.6092779426
1012,0.37,Good,2,H,VS2,5,-160.840674073092
1013,1.15,Premium,4,E,SI2,2,6139.11738227212
1014,0.57,Ideal,5,H,VS2,5,1951.5649093735
1015,0.72,Very Good,3,J,SI1,3,1132.92994686659
1016,0.71,Ideal,5,D,SI1,3,3515.42427005739
1017,0.7,Very Good,3,F,SI1,3,2977.86404566707
1018,1.38,Very Good,3,F,VS1,4,9985.42747714388
1019,0.73,Ideal,5,E,VVS2,6,4871.10866698446
1020,0.39,Very Good,3,E,VVS2,6,1699.3736974163
1021,2.14,Premium,4,D,SI2,2,15142.8979635184
1022,1.12,Very Good,3,E,VS2,5,7450.58327995974
1023,0.36,Very Good,3,D,SI1,3,254.815181092818
1024,0.42,Very Good,3,D,VS1,4,1752.18320999198
1025,0.5,Ideal,5,I,SI1,3,207.641528955057
1026,2,Premium,4,J,VS2,5,13177.5763881403
1027,0.3,Premium,4,F,VS2,5,91.6584283432385
1028,1.35,Premium,4,H,VS1,4,9073.45821177548
1029,1.57,Premium,4,G,SI1,3,10532.2049997323
1030,0.31,Premium,4,G,VS2,5,-19.3562584750016
1031,0.33,Premium,4,E,VS2,5,451.709220434966
1032,1.02,Premium,4,H,SI1,3,5176.48895917314
1033,1.01,Premium,4,G,VS2,5,6201.83209927396
1034,0.83,Ideal,5,H,SI2,2,2662.02238501148
1035,0.43,Very Good,3,G,SI1,3,378.37401574924
1036,1.2,Premium,4,H,SI2,2,5822.53126538062
1037,1.01,Ideal,5,E,VS2,5,6622.98287668927
1038,1.23,Ideal,5,I,SI2,2,5741.76040196529
1039,0.53,Ideal,5,I,SI1,3,474.263887144299
1040,1,Ideal,5,H,SI2,2,4172.88241475051
1041,0.4,Very Good,3,E,IF,8,2256.2965048359
1042,0.71,Premium,4,J,VVS2,6,2449.41611939768
1043,1.33,Very Good,3,H,SI2,2,6955.71344474208
1044,0.43,Very Good,3,G,SI2,2,-575.317827178732
1045,0.31,Very Good,3,G,VS1,4,276.007895512954
1046,1.21,Ideal,5,J,SI1,3,5637.77670738096
1047,1.55,Premium,4,I,VS2,5,10058.1683140211
1048,0.8,Ideal,5,F,VS2,5,4663.1979354621
1049,0.71,Good,2,I,SI1,3,1739.07484076143
1050,0.46,Fair,1,G,VS2,5,424.498871221104
1051,0.3,Ideal,5,I,SI1,3,-1569.84085897322
1052,1.21,Good,2,J,VVS2,6,6686.03243099822
1053,2.14,Ideal,5,I,SI2,2,13829.3052670389
1054,0.7,Good,2,I,SI2,2,696.508878437047
1055,1.03,Ideal,5,H,SI1,3,5393.19661586773
1056,1.06,Very Good,3,E,SI1,3,6270.76077784045
1057,1.41,Ideal,5,J,VS1,4,8379.38240782991
1058,0.3,Premium,4,H,VS1,4,-258.324324847971
1059,0.79,Very Good,3,I,SI1,3,2634.97608136097
1060,0.37,Good,2,H,SI1,3,-807.418459813898
1061,0.62,Premium,4,G,SI1,3,2089.16365707302
1062,0.7,Very Good,3,I,VS2,5,2481.68679253405
1063,0.39,Very Good,3,E,VVS2,6,1699.3736974163
1064,1.12,Premium,4,G,VVS2,6,7916.04854602929
1065,1.14,Very Good,3,E,IF,8,8832.98134017052
1066,0.9,Ideal,5,H,VS1,4,5201.95637623503
1067,0.5,Very Good,3,D,SI2,2,545.361009714639
1068,0.75,Ideal,5,D,SI2,2,2917.22890471507
1069,0.38,Ideal,5,F,VVS2,6,1667.08605420749
1070,1.07,Good,2,J,VS2,5,4705.19362605366
1071,0.34,Very Good,3,D,SI2,2,-876.624900627982
1072,1.25,Ideal,5,E,SI2,2,7155.69211353443
1073,0.9,Fair,1,F,SI1,3,3888.27114513716
1074,2.74,Very Good,3,J,SI2,2,18131.8102220142
1075,0.71,Very Good,3,E,VS2,5,3806.74438470677
1076,0.33,Ideal,5,G,VS1,4,603.77104439587
1077,0.91,Very Good,3,H,VS2,5,4823.27005876148
1078,0.33,Very Good,3,G,VVS2,6,872.811740920679
1079,0.4,Very Good,3,E,SI1,3,405.068897677138
1080,1.11,Premium,4,F,SI1,3,6643.88431371195
1081,0.24,Good,2,F,VVS1,7,191.970802892888
1082,1.01,Very Good,3,G,SI1,3,5533.07294074124
1083,0.31,Very Good,3,H,VS1,4,-191.631578243476
1084,0.34,Very Good,3,F,VVS2,6,1161.57466653175
1085,0.64,Ideal,5,E,VS1,4,3652.18598580184
1086,1.01,Very Good,3,F,SI2,2,4779.26990402792
1087,0.7,Very Good,3,F,SI1,3,2977.86404566707
1088,1.11,Very Good,3,J,SI1,3,4599.02060332673
1089,0.7,Very Good,3,E,VS1,4,4035.41579209023
1090,0.43,Ideal,5,G,VS1,4,1492.51223836001
1091,0.91,Ideal,5,G,VS1,4,5758.46996938787
1092,0.94,Very Good,3,D,SI2,2,4455.82226315684
1093,0.3,Premium,4,G,IF,8,1096.41944354654
1094,0.31,Ideal,5,D,VS2,5,607.037279941643
1095,1.51,Very Good,3,G,VS2,5,10623.3566963027
1096,1.04,Premium,4,D,VS1,4,7284.55998536155
1097,0.38,Ideal,5,H,VS1,4,580.502167621509
1098,1.01,Good,2,F,VS2,5,6194.63124726847
1099,0.5,Fair,1,G,VS1,4,1097.54087558663
1100,0.52,Ideal,5,G,SI2,2,374.56415747908
1101,1.05,Ideal,5,J,VS1,4,5179.91410955902
1102,1.54,Ideal,5,G,VVS2,6,11776.5950979768
1103,1,Premium,4,I,VS1,4,5487.63727399826
1104,1.52,Very Good,3,H,SI1,3,9598.01355620191
1105,1.12,Very Good,3,F,SI1,3,6710.57706031645
1106,0.73,Ideal,5,G,VS1,4,4158.73582025242
1107,1.08,Good,2,G,SI2,2,5016.59164815994
1108,0.36,Ideal,5,F,VS2,5,752.736682019891
1109,1.01,Ideal,5,F,VS1,4,6847.09996956666
1110,0.55,Ideal,5,H,SI1,3,1127.23888483986
1111,0.9,Good,2,G,VS2,5,5017.12712769327
1112,0.43,Ideal,5,G,VVS1,7,2015.61346072841
1113,0.54,Ideal,5,I,SI2,2,-390.55383638726
1114,0.6,Premium,4,E,SI1,3,2204.73265839733
1115,1.2,Premium,4,H,SI1,3,6776.22310830859
1116,0.53,Good,2,F,VVS2,6,2665.27464963538
1117,3.01,Fair,1,H,I1,1,18402.6198773931
1118,0.58,Ideal,5,H,SI1,3,1393.86124302911
1119,0.63,Ideal,5,D,SI1,3,2804.43131488608
1120,0.52,Premium,4,I,VVS1,7,1744.7807653388
1121,1.07,Very Good,3,G,VS1,4,7030.4409696404
1122,0.3,Very Good,3,G,VVS1,7,710.234998484942
1123,1.13,Good,2,F,SI2,2,5660.85105135666
1124,0.51,Good,2,H,VS2,5,1083.3969974767
1125,0.23,Good,2,E,VVS2,6,92.4795016454555
1126,0.46,Ideal,5,E,VVS1,7,2575.55305903479
1127,0.33,Ideal,5,E,SI1,3,-67.0350280076696
1128,2.05,Premium,4,E,SI2,2,14137.7881279494
1129,0.3,Very Good,3,H,VS1,4,-280.50569763989
1130,0.69,Fair,1,G,VS1,4,2786.14914411849
1131,0.3,Ideal,5,F,IF,8,1424.14178705936
1132,0.41,Ideal,5,D,SI2,2,-104.491154762997
1133,0.9,Ideal,5,G,SI2,2,3751.7806945428
1134,0.41,Premium,4,F,VS1,4,1386.81926848366
1135,1.01,Very Good,3,E,VS2,5,6472.96796659919
1136,0.57,Very Good,3,G,SI1,3,1622.61168729903
1137,1.22,Very Good,3,H,VS1,4,7895.91328683018
1138,0.31,Premium,4,F,I1,1,-4036.60741841748
1139,0.73,Ideal,5,E,VS2,5,4134.50753358969
1140,0.53,Ideal,5,G,VS2,5,2063.70790554427
1141,0.3,Very Good,3,D,VS2,5,368.148250455141
1142,0.53,Very Good,3,D,VS1,4,2729.79852335253
1143,0.71,Very Good,3,H,SI1,3,2399.2098850924
1144,0.54,Premium,4,E,VS2,5,2318.06572775966
1145,0.41,Premium,4,E,VS1,4,1480.24770238615
1146,0.9,Ideal,5,E,SI2,2,4045.09793465994
1147,1.03,Very Good,3,F,SI2,2,4957.01814282075
1148,1.08,Premium,4,F,SI1,3,6377.26195552271
1149,0.32,Premium,4,D,VVS1,7,1408.72461118816
1150,0.43,Good,2,E,SI1,3,486.782970438154
1151,0.7,Ideal,5,H,SI1,3,2460.35067578607
1152,0.74,Ideal,5,F,VVS1,7,4970.59996823189
1153,1.5,Premium,4,G,VVS2,6,11293.265083093
1154,0.34,Ideal,5,F,VVS1,7,1415.63519237534
1155,0.57,Ideal,5,G,VS1,4,2736.7499099098
1156,1,Good,2,F,SI1,3,5459.17934213125
1157,0.7,Ideal,5,F,VS2,5,3774.45674149796
1158,1.01,Ideal,5,E,SI1,3,5976.40509094847
1159,0.25,Premium,4,H,VVS1,7,-179.593699461638
1160,0.53,Ideal,5,E,VVS1,7,3197.67189480969
1161,0.96,Very Good,3,E,VS2,5,6028.59736961712
1162,1.25,Ideal,5,H,VS2,5,7995.00502832964
1163,0.73,Ideal,5,E,SI2,2,2534.23790492091
1164,0.34,Very Good,3,E,SI1,3,-128.175818701345
1165,0.74,Premium,4,D,SI1,3,3654.21309094846
1166,1.11,Very Good,3,H,SI1,3,5954.17466094895
1167,0.54,Ideal,5,E,VVS2,6,3182.5003984526
1168,0.95,Very Good,3,G,VS1,4,5963.95153688344
1169,0.41,Ideal,5,I,VVS1,7,894.998989276415
1170,0.28,Very Good,3,H,VVS1,7,64.8472859356852
1171,0.34,Premium,4,H,VVS1,7,620.273375106086
1172,1.64,Premium,4,G,VS2,5,11800.901621248
1173,0.71,Ideal,5,I,IF,8,3925.22564343851
1174,0.74,Very Good,3,D,VS2,5,4278.60950389735
1175,0.74,Ideal,5,G,VVS2,6,4666.66554626373
1176,0.6,Premium,4,H,SI1,3,1443.77594452376
1177,0.44,Ideal,5,D,VS1,4,2079.9463588749
1178,0.79,Very Good,3,F,SI1,3,3777.73112023479
1179,0.58,Ideal,5,I,SI1,3,918.634484126368
1180,1,Good,2,E,VVS2,6,6935.78669516932
1181,0.34,Ideal,5,G,VS1,4,692.645163792284
1182,0.31,Premium,4,F,VVS1,7,1021.17929688793
1183,0.31,Good,2,E,SI1,3,-579.706462318811
1184,1.81,Very Good,3,I,VS1,4,12664.2595723159
1185,0.3,Premium,4,G,VS1,4,209.315148908458
1186,2.19,Premium,4,J,SI2,2,13265.9150280034
1187,0.91,Ideal,5,G,SI2,2,3840.65481393922
1188,0.37,Ideal,5,G,VS2,5,641.721995201652
1189,1.57,Premium,4,G,VS2,5,11178.7827854731
1190,1,Premium,4,I,SI2,2,3569.8221185496
1191,1.09,Ideal,5,H,SI1,3,5926.44133224621
1192,0.31,Good,2,I,VS1,4,-851.766622574439
1193,0.5,Very Good,3,D,VS2,5,2145.63063838342
1194,0.41,Premium,4,E,VS1,4,1480.24770238615
1195,1.23,Ideal,5,H,SI1,3,7170.679003796
1196,1.09,Premium,4,I,SI1,3,5323.3810360453
1197,0.4,Ideal,5,I,VS1,4,283.023647511599
1198,0.42,Ideal,5,J,VS1,4,-419.155412415052
1199,1.02,Ideal,5,G,SI1,3,5771.96197022774
1200,1,Very Good,3,F,SI2,2,4690.39578463151
1201,0.26,Very Good,3,G,VS2,5,-485.908228248989
1202,0.23,Good,2,G,VVS1,7,-96.7921227181805
1203,0.46,Premium,4,I,IF,8,1575.53912122999
1204,0.4,Good,2,E,SI2,2,-733.531230679059
1205,2.05,Ideal,5,G,SI2,2,13972.3044251304
1206,0.41,Ideal,5,E,VVS1,7,2131.18246205272
1207,2.03,Ideal,5,J,VS2,5,13572.0322836277
1208,2.28,Ideal,5,I,SI2,2,15073.5429385887
1209,0.72,Very Good,3,F,VVS1,7,4642.83681934898
1210,1.52,Good,2,I,VS2,5,9584.45629761176
1211,1.51,Premium,4,F,VS2,5,10845.4268753093
1212,1.14,Very Good,3,J,SI1,3,4865.64296151597
1213,0.51,Ideal,5,F,VS1,4,2403.39399974597
1214,0.3,Ideal,5,I,SI2,2,-2523.53270190119
1215,0.31,Premium,4,G,VS2,5,-19.3562584750016
1216,1.5,Very Good,3,D,SI1,3,10386.464792284
1217,0.52,Ideal,5,E,VS2,5,2268.151026265
1218,0.7,Fair,1,D,SI1,3,2409.4599521127
1219,0.3,Ideal,5,E,VVS1,7,1153.56714869217
1220,0.5,Fair,1,F,SI1,3,333.306369280606
1221,1.54,Premium,4,H,VS2,5,10444.5209535275
1222,1.2,Ideal,5,D,SI1,3,7870.25612048166
1223,0.79,Very Good,3,E,SI2,2,2917.4677112093
1224,1.2,Good,2,E,VS2,5,7976.66794970282
1225,2.01,Premium,4,E,SI1,3,14735.9834932917
1226,0.72,Very Good,3,H,VS1,4,3452.20731700949
1227,1.1,Very Good,3,E,SI2,2,5672.56541249813
1228,0.23,Very Good,3,E,VVS2,6,277.387787073681
1229,0.94,Ideal,5,F,I1,1,1690.29564085476
1230,2.16,Very Good,3,H,SI2,2,14332.2653546444
1231,0.27,Very Good,3,E,VVS2,6,632.884264659336
1232,0.35,Ideal,5,E,SI1,3,110.713210785157
1233,0.38,Ideal,5,G,VS1,4,1048.14164137794
1234,1.21,Very Good,3,F,VS1,4,8474.56744740485
1235,0.3,Premium,4,E,VVS2,6,921.687995640496
1236,0.56,Ideal,5,D,VS2,5,2828.89026485199
1237,0.3,Good,2,H,SI2,2,-2383.22913851677
1238,1.01,Premium,4,D,SI1,3,6053.81431465163
1239,0.34,Ideal,5,D,VS2,5,873.659638130885
1240,0.32,Premium,4,E,VVS1,7,1203.48185018683
1241,1.01,Very Good,3,D,SI2,2,5077.94109893174
1242,0.31,Premium,4,E,SI1,3,-372.616804098668
1243,0.51,Ideal,5,G,SI1,3,1239.38188101064
1244,0.36,Premium,4,E,VS1,4,1035.87710540408
1245,0.5,Premium,4,D,SI1,3,1521.23422543453
1246,0.21,Premium,4,E,SI2,2,-2215.04984099078
1247,0.9,Very Good,3,H,SI1,3,4087.81815362426
1248,1.03,Premium,4,E,SI2,2,5072.62794951515
1249,0.37,Ideal,5,F,SI1,3,195.033015675499
1250,0.5,Premium,4,F,SI1,3,1222.56303053071
1251,1.01,Very Good,3,G,VS1,4,6497.19625326192
1252,0.84,Good,2,G,VS2,5,4483.88241131479
1253,0.76,Very Good,3,G,VS2,5,3957.7977415717
1254,0.23,Very Good,3,E,VVS1,7,381.433402827185
1255,1.03,Premium,4,H,VS2,5,5911.94086431036
1256,0.9,Good,2,I,VS2,5,4074.2608950341
1257,0.32,Ideal,5,F,VVS1,7,1237.88695358251
1258,0.55,Ideal,5,F,VS2,5,2441.34495055175
1259,1.55,Premium,4,G,SI1,3,10354.4567609395
1260,0.35,Ideal,5,D,VS2,5,962.533757527298
1261,1.51,Very Good,3,G,VS1,4,10940.9022230826
1262,0.38,Ideal,5,F,VS2,5,930.484920812719
1263,0.33,Very Good,3,I,VVS2,6,-70.0544917384877
1264,0.31,Ideal,5,G,IF,8,1313.12710024112
1265,0.3,Ideal,5,F,VS2,5,219.491965641409
1266,1.22,Ideal,5,H,VS1,4,8045.92819692027
1267,0.4,Premium,4,F,VS1,4,1297.94514908725
1268,1.51,Very Good,3,J,I1,1,4583.42319876696
1269,1.01,Good,2,F,SI2,2,4594.3616185997
1270,0.51,Good,2,E,SI1,3,1197.77592560947
1271,0.32,Premium,4,F,VVS1,7,1110.05341628434
1272,1.28,Ideal,5,H,SI2,2,6661.3577578501
1273,0.33,Ideal,5,D,SI2,2,-815.484109934307
1274,1.11,Ideal,5,E,VS2,5,7511.72407065341
1275,2.21,Premium,4,G,SI2,2,15266.4567981748
1276,0.43,Good,2,F,SI1,3,393.354536535668
1277,0.7,Premium,4,G,IF,8,4651.38421940309
1278,0.25,Very Good,3,F,IF,8,829.756279987207
1279,0.5,Good,2,H,VS2,5,994.522878080288
1280,0.24,Good,2,F,VS1,4,-331.130419475514
1281,0.3,Premium,4,E,SI1,3,-461.490923495081
1282,1.11,Very Good,3,H,SI2,2,5000.48281802098
1283,1.02,Fair,1,I,SI2,2,2858.31369609233
1284,0.31,Ideal,5,G,VVS1,7,949.124027971444
1285,0.39,Ideal,5,G,VS1,4,1137.01576077435
1286,0.5,Premium,4,E,VS2,5,1962.569250174
1287,0.7,Ideal,5,F,SI1,3,3127.87895575715
1288,0.32,Very Good,3,G,SI1,3,-599.241297611311
1289,0.3,Very Good,3,H,VS1,4,-280.50569763989
1290,0.41,Ideal,5,G,VVS2,6,1733.81960618208
1291,1.33,Fair,1,G,SI2,2,6556.27763004033
1292,0.3,Ideal,5,I,VVS1,7,-82.616324084137
1293,1.51,Premium,4,F,VS2,5,10845.4268753093
1294,0.38,Ideal,5,F,VVS1,7,1771.13166996099
1295,0.23,Very Good,3,D,VS2,5,-253.970585319756
1296,0.74,Ideal,5,G,VS2,5,3930.06441286896
1297,1.2,Very Good,3,H,SI2,2,5800.3498925887
1298,1.52,Ideal,5,G,SI1,3,10215.6679400484
1299,1.01,Ideal,5,G,VS2,5,6329.66563657213
1300,0.44,Ideal,5,E,VS2,5,1557.15807109369
1301,1.2,Premium,4,G,SI1,3,7243.86258206502
1302,1.3,Good,2,J,SI2,2,5149.0287435024
1303,0.31,Premium,4,H,SI1,3,-1133.57351797224
1304,1.2,Ideal,5,G,VVS2,6,8754.87503849877
1305,0.79,Premium,4,D,SI1,3,4098.58368793053
1306,1.05,Ideal,5,F,VVS1,7,7725.69766952072
1307,0.7,Premium,4,G,SI2,2,1846.46476931636
1308,0.3,Very Good,3,J,VS2,5,-1953.20528204198
1309,1.25,Ideal,5,G,VVS2,6,9199.24563548084
1310,2.07,Very Good,3,J,VS2,5,13777.5138511233
1311,1.52,Premium,4,F,VS2,5,10934.3009947057
1312,0.31,Ideal,5,G,VS2,5,108.477278823168
1313,0.94,Ideal,5,F,SI2,2,4307.16597834311
1314,0.27,Very Good,3,E,VS2,5,-103.716868735435
1315,0.32,Ideal,5,G,IF,8,1402.00121963754
1316,0.35,Ideal,5,F,VS1,4,981.40808940335
1317,1.2,Ideal,5,F,VVS1,7,9058.80946046693
1318,1.51,Premium,4,E,SI1,3,10292.277523471
1319,0.4,Ideal,5,G,VS2,5,908.344353390893
1320,0.33,Premium,4,G,VVS2,6,894.993113712598
1321,1.51,Very Good,3,I,IF,8,10885.1402850615
1322,0.72,Premium,4,J,I1,1,-2415.45086075781
1323,0.84,Very Good,3,G,VS2,5,4668.79069674301
1324,1.06,Very Good,3,F,SI1,3,6177.33234393796
1325,1.01,Premium,4,F,VS2,5,6401.72090548862
1326,0.38,Ideal,5,F,VVS2,6,1667.08605420749
1327,0.72,Ideal,5,H,VS1,4,3602.22222709958
1328,1.61,Very Good,3,E,SI2,2,10205.1455017152
1329,1.5,Very Good,3,J,VS1,4,9029.23457230755
1330,0.78,Good,2,J,SI1,3,1481.26637781685
1331,0.69,Fair,1,G,SI2,2,868.333988669842
1332,0.32,Ideal,5,E,VS2,5,490.668638336722
1333,0.51,Ideal,5,H,VVS2,6,2154.92132638979
1334,0.34,Ideal,5,F,VS1,4,892.533970006937
1335,1.49,Very Good,3,F,I1,1,6428.35729756743
1336,0.5,Premium,4,F,VS1,4,2186.68634305139
1337,0.9,Good,2,E,SI1,3,4663.8665820696
1338,2.2,Premium,4,J,VS1,4,15272.6043028484
1339,0.51,Premium,4,G,VVS2,6,2494.72726284805
1340,2.38,Premium,4,H,SI1,3,17263.3691970854
1341,0.9,Premium,4,D,SI2,2,4122.50715836311
1342,1.05,Ideal,5,H,SI1,3,5570.94485466055
1343,0.61,Premium,4,I,VS2,5,1704.00109075824
1344,0.71,Very Good,3,H,VVS1,7,3886.43441998148
1345,1.01,Ideal,5,J,SI1,3,3860.29431945268
1346,0.4,Premium,4,H,VS2,5,312.871342336293
1347,0.57,Premium,4,E,SI2,2,984.418457280118
1348,1.74,Ideal,5,J,SI1,3,10348.1050353909
1349,0.37,Very Good,3,D,VS2,5,990.267086230038
1350,0.53,Fair,1,E,SI1,3,693.357161372334
1351,2.4,Fair,1,J,SI2,2,14243.014874078
1352,0.71,Premium,4,E,SI1,3,3182.34797175788
1353,0.71,Fair,1,D,VS2,5,3144.91185724992
1354,0.51,Very Good,3,F,VS1,4,2253.37908965588
1355,0.95,Fair,1,J,SI1,3,2309.95940452593
1356,0.32,Good,2,F,VS2,5,62.317008915923
1357,0.31,Premium,4,J,VS2,5,-1842.14978985365
1358,0.9,Good,2,E,SI1,3,4663.8665820696
1359,0.51,Ideal,5,G,VVS2,6,2622.56080014622
1360,1.7,Premium,4,G,VS2,5,12334.1463376265
1361,0.31,Premium,4,E,VS2,5,273.960981642138
1362,0.5,Very Good,3,E,VS2,5,1940.38787738208
1363,1.55,Very Good,3,D,SI2,2,9877.14354633809
1364,1.01,Very Good,3,E,SI1,3,5826.39018085838
1365,1.01,Very Good,3,E,SI1,3,5826.39018085838
1366,1.18,Ideal,5,I,SI1,3,6251.08164791119
1367,0.3,Ideal,5,F,VVS1,7,1060.13871478968
1368,0.76,Very Good,3,H,SI1,3,2843.58048207447
1369,0.92,Good,2,D,SI1,3,5046.85758186377
1370,0.72,Fair,1,H,SI2,2,667.316873102654
1371,1.5,Very Good,3,D,VS2,5,11033.0425780248
1372,1.01,Ideal,5,H,SI1,3,5215.4483770749
1373,1.1,Ideal,5,H,SI1,3,6015.31545164262
1374,0.34,Very Good,3,F,SI2,2,-1175.2960955318
1375,0.53,Ideal,5,E,SI1,3,1710.44735992061
1376,1.6,Premium,4,J,SI1,3,8976.03382654293
1377,0.31,Ideal,5,H,SI1,3,-1005.73998067407
1378,0.31,Ideal,5,E,VS1,4,719.340045720181
1379,1.5,Good,2,H,VS2,5,9881.93481772167
1380,1.02,Good,2,E,SI2,2,4776.6641718986
1381,1.01,Ideal,5,F,SI1,3,5882.97665704598
1382,0.4,Ideal,5,F,VVS2,6,1844.83429300032
1383,0.4,Ideal,5,E,VS2,5,1201.66159350803
1384,1.12,Premium,4,H,SI1,3,6065.23015313728
1385,0.31,Premium,4,H,SI1,3,-1133.57351797224
1386,1.52,Premium,4,G,VVS2,6,11471.0133218858
1387,1.6,Ideal,5,I,SI2,2,9030.1028196326
1388,2,Premium,4,G,SI1,3,14353.7921337781
1389,0.58,Ideal,5,E,VS1,4,3118.94126942335
1390,2.06,Very Good,3,J,SI1,3,13042.061945986
1391,0.56,Ideal,5,E,SI1,3,1977.06971810985
1392,0.51,Very Good,3,I,VS1,4,1110.62405078206
1393,1.01,Premium,4,H,VS2,5,5734.19262551753
1394,0.5,Very Good,3,J,VS2,5,-175.722894113703
1395,1.51,Ideal,5,G,VS1,4,11090.9171331727
1396,0.8,Premium,4,F,SI2,2,2935.09476949515
1397,0.52,Premium,4,G,VVS2,6,2583.60138224446
1398,1.48,Good,2,G,IF,8,11376.4758741032
1399,0.31,Ideal,5,D,VS2,5,607.037279941643
1400,1.01,Ideal,5,D,SI2,2,5227.95600902183
1401,0.32,Very Good,3,H,SI1,3,-1066.88077136774
1402,0.51,Premium,4,E,VS1,4,2368.98889635029
1403,0.71,Premium,4,H,SI2,2,1467.69941495634
1404,0.61,Very Good,3,I,VS2,5,1681.81971796633
1405,1.69,Premium,4,J,I1,1,6205.33872069432
1406,0.57,Ideal,5,E,VVS2,6,3449.12275664184
1407,1.22,Good,2,G,SI2,2,6260.82931970973
1408,1.38,Premium,4,J,SI1,3,7020.80319982182
1409,1.18,Ideal,5,I,VS1,4,7215.20496043187
1410,0.51,Ideal,5,G,VVS2,6,2622.56080014622
1411,1.7,Ideal,5,D,SI2,2,11360.2702473744
1412,0.4,Good,2,F,I1,1,-3443.8300020699
1413,0.71,Ideal,5,F,VS1,4,4180.87638767425
1414,0.93,Good,2,G,SI1,3,4637.1717001417
1415,0.39,Very Good,3,I,VVS2,6,463.190224639994
1416,1.01,Ideal,5,G,VVS2,6,7066.26676996691
1417,1.6,Premium,4,G,VS2,5,11445.4051436624
1418,0.32,Ideal,5,G,VVS1,7,1037.99814736786
1419,0.32,Good,2,D,SI2,2,-1239.28142484903
1420,1,Very Good,3,E,SI2,2,4783.82421853399
1421,0.57,Ideal,5,E,VS2,5,2712.52162324707
1422,1,Premium,4,H,SI1,3,4998.74072038031
1423,0.53,Ideal,5,G,VVS2,6,2800.30903893904
1424,1.56,Premium,4,H,VS1,4,10939.8147191002
1425,0.5,Premium,4,G,VS1,4,1986.79753683673
1426,1.06,Ideal,5,G,VS2,5,6774.0362335542
1427,0.33,Premium,4,H,VS1,4,8.29803334127064
1428,0.9,Very Good,3,G,VVS2,6,5938.63654651627
1429,1,Premium,4,F,SI1,3,5666.2690003514
1430,0.31,Ideal,5,I,VVS1,7,6.25779531227636
1431,1.24,Ideal,5,H,SI2,2,6305.86128026444
1432,1.01,Ideal,5,D,VS2,5,6828.22563769061
1433,1.02,Ideal,5,G,VS1,4,6736.08528274842
1434,1.01,Premium,4,E,SI1,3,5848.5715536503
1435,0.53,Very Good,3,F,SI2,2,513.312173000059
1436,0.53,Ideal,5,D,VS2,5,2562.26790666275
1437,1.58,Premium,4,F,SI2,2,9867.27608241543
1438,1.04,Premium,4,D,VVS2,6,7703.61559197645
1439,0.32,Ideal,5,E,IF,8,1695.31845975468
1440,0.58,Premium,4,G,VS2,5,2380.24496522817
1441,1.2,Ideal,5,E,VVS1,7,9152.23789436941
1442,1.07,Premium,4,F,SI2,2,5334.69599319832
1443,1.06,Very Good,3,F,SI1,3,6177.33234393796
1444,0.53,Ideal,5,G,VS2,5,2063.70790554427
1445,0.33,Ideal,5,F,VVS2,6,1222.71545722542
1446,0.7,Very Good,3,E,SI1,3,3071.29247956955
1447,1.21,Premium,4,G,VS2,5,7979.31448720224
1448,0.3,Very Good,3,D,SI1,3,-278.429535285665
1449,0.52,Ideal,5,H,SI1,3,860.616526650623
1450,1.16,Good,2,F,SI2,2,5927.4734095459
1451,0.73,Very Good,3,G,SI1,3,3044.59759764165
1452,2.02,Ideal,5,J,VS2,5,13483.1581642313
1453,0.37,Ideal,5,G,VS1,4,959.267521981525
1454,1.01,Very Good,3,G,SI1,3,5533.07294074124
